EmployeeID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,skills
E1138,Bachelors,2012,Pune,3,28,Male,No,4,0,"Docker, C++, SQL"
E1139,Bachelors,2013,Pune,2,26,Female,No,4,1,"Kubernetes, React, Excel"
E1140,Bachelors,2014,Bangalore,3,28,Female,No,3,0,"Data Analysis, JavaScript"
E1141,Masters,2017,New Delhi,2,28,Female,No,2,0,Kubernetes
E1142,Bachelors,2012,New Delhi,1,27,Female,No,5,0,"Machine Learning, Docker, JavaScript"
E1143,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"Data Analysis, AWS, React"
E1144,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"Data Analysis, Docker"
E1145,Bachelors,2013,Pune,3,27,Male,No,5,0,"React, Data Analysis"
E1146,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"AWS, Angular"
E1147,Bachelors,2017,Bangalore,3,27,Male,No,5,0,Kubernetes
E1148,Masters,2012,New Delhi,3,24,Male,No,2,0,Excel
E1149,Bachelors,2013,New Delhi,2,25,Female,No,3,1,JavaScript
E1150,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Communication, Kubernetes"
E1151,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Data Analysis, Docker, C++"
E1152,Masters,2013,Pune,3,25,Male,Yes,3,1,"Docker, Python"
E1153,Bachelors,2013,Pune,3,24,Female,No,2,0,"Angular, Excel, Data Analysis"
E1154,Bachelors,2015,Pune,3,24,Female,No,2,1,"Kubernetes, Python"
E1155,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"C++, Kubernetes, Docker"
E1156,Masters,2012,New Delhi,3,26,Female,No,4,1,Excel
E1157,Bachelors,2015,Pune,3,25,Male,No,3,0,"Docker, Project Management, Node.js, SQL"
E1158,Bachelors,2017,New Delhi,2,26,Female,No,4,0,C++
E1159,Bachelors,2013,Bangalore,3,28,Male,No,3,0,"Machine Learning, AWS"
E1160,Bachelors,2016,Pune,2,28,Female,No,0,1,"JavaScript, Excel, SQL, AWS"
E1161,Bachelors,2012,New Delhi,3,24,Male,No,2,0,"Excel, JavaScript, Project Management, Java"
E1162,Bachelors,2015,New Delhi,3,28,Male,No,1,0,"JavaScript, React"
E1163,Bachelors,2017,Bangalore,1,24,Male,No,2,0,Java
E1164,Masters,2017,Pune,2,28,Female,No,4,0,"C++, Excel"
E1165,Bachelors,2017,Pune,3,24,Male,No,2,0,C++
E1166,Bachelors,2016,Bangalore,3,27,Female,No,5,0,Project Management
E1167,Bachelors,2015,Pune,3,28,Male,No,2,0,"Java, JavaScript"
E1168,Bachelors,2016,Bangalore,3,28,Female,No,5,0,"AWS, JavaScript, React, Machine Learning"
E1169,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Java, Docker, JavaScript, Kubernetes"
E1170,Bachelors,2015,Bangalore,3,28,Female,No,5,0,Docker
E1171,Bachelors,2014,Bangalore,3,27,Male,No,5,1,"Java, Excel, JavaScript, SQL"
E1172,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"C++, Excel, AWS, SQL"
E1173,Bachelors,2015,Bangalore,1,24,Male,No,2,0,React
E1174,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"Communication, JavaScript, Angular"
E1175,Bachelors,2012,Bangalore,3,25,Male,No,3,1,Node.js
E1176,Bachelors,2015,Pune,3,28,Female,No,4,1,JavaScript
E1177,Masters,2017,Bangalore,2,24,Female,Yes,2,1,"Machine Learning, Project Management, AWS"
E1178,Bachelors,2014,Bangalore,3,28,Male,No,2,0,"SQL, React"
E1179,Masters,2017,Pune,2,24,Female,No,2,1,"Angular, JavaScript"
E1180,Bachelors,2014,New Delhi,3,26,Female,No,4,1,"Kubernetes, Node.js, Machine Learning, SQL"
E1181,Bachelors,2015,Pune,2,28,Female,No,3,1,"React, Kubernetes, Machine Learning"
E1182,Masters,2013,Pune,2,28,Male,No,5,1,"Node.js, Project Management, C++, AWS"
E1183,Bachelors,2013,New Delhi,1,28,Female,No,5,1,"JavaScript, Docker, Excel, Kubernetes"
E1184,Bachelors,2015,Pune,2,26,Female,Yes,4,1,Docker
E1185,Masters,2015,New Delhi,3,28,Male,No,2,0,"Excel, Project Management, C++"
E1186,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"Docker, Project Management, Angular, Data Analysis"
E1187,Bachelors,2018,Bangalore,3,28,Male,No,2,1,"Communication, JavaScript"
E1188,Bachelors,2012,Pune,3,28,Male,No,2,0,"Python, JavaScript"
E1189,Bachelors,2014,Pune,3,27,Female,No,5,1,"Angular, Communication, Java, Python"
E1190,Masters,2018,New Delhi,3,24,Male,No,2,1,"Python, Data Analysis, JavaScript"
E1191,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,"Angular, Java"
E1192,Bachelors,2017,New Delhi,2,25,Male,No,3,0,"Kubernetes, Node.js, Excel"
E1193,Bachelors,2014,Pune,3,24,Female,No,2,1,Data Analysis
E1194,Bachelors,2012,New Delhi,3,26,Female,No,4,0,AWS
E1195,Bachelors,2014,Pune,3,26,Male,No,4,0,"AWS, Excel"
E1196,Bachelors,2014,Bangalore,3,28,Male,No,4,0,"Communication, Python"
E1197,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,"SQL, Kubernetes, JavaScript"
E1198,Bachelors,2013,Pune,2,26,Male,No,4,0,"Angular, Java, Project Management, Excel"
E1199,Bachelors,2013,Pune,2,25,Female,No,3,1,Node.js
E1200,Bachelors,2018,Pune,3,25,Male,Yes,3,1,"Java, Node.js, Angular"
E1201,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"Kubernetes, Communication, Python, Docker"
E1202,Bachelors,2014,Bangalore,3,28,Male,No,4,0,"Kubernetes, Communication, AWS"
E1203,Masters,2017,New Delhi,3,24,Female,No,2,0,"Docker, JavaScript"
E1204,Masters,2017,Pune,2,27,Female,No,5,0,"Docker, Angular"
E1205,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"Node.js, Communication, Python, Data Analysis"
E1206,Bachelors,2017,Pune,3,27,Female,No,5,1,"Docker, Angular, Python, Machine Learning"
E1207,Masters,2017,New Delhi,2,28,Male,No,4,0,"Docker, Machine Learning"
E1208,Bachelors,2017,New Delhi,2,25,Male,No,3,0,Angular
E1209,Bachelors,2017,Pune,3,25,Male,Yes,3,1,"C++, Python"
E1210,Masters,2017,Pune,2,24,Female,No,2,1,"Java, Project Management, Python"
E1211,Bachelors,2013,Pune,3,27,Male,Yes,5,1,Kubernetes
E1212,Bachelors,2016,Bangalore,3,26,Female,No,4,1,"AWS, Python"
E1213,Bachelors,2015,Pune,2,27,Female,No,5,1,"Node.js, Docker, Kubernetes, Angular"
E1214,Bachelors,2014,Bangalore,3,27,Male,No,5,1,"AWS, Machine Learning"
E1215,Bachelors,2012,Bangalore,3,26,Male,No,4,0,Excel
E1216,Bachelors,2016,Pune,2,27,Female,No,5,1,JavaScript
E1217,Masters,2017,Bangalore,2,28,Male,No,2,0,"JavaScript, AWS, Kubernetes"
E1218,Masters,2017,New Delhi,3,24,Female,No,2,1,Angular
E1219,Bachelors,2017,Pune,3,24,Male,No,2,0,"React, Docker, Angular"
E1220,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"Project Management, Data Analysis, SQL"
E1221,Masters,2017,New Delhi,2,28,Male,No,3,0,"Machine Learning, Java, Excel"
E1222,Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,SQL
E1223,Bachelors,2018,Pune,3,26,Female,No,4,1,Data Analysis
E1224,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,"JavaScript, Communication, Python"
E1225,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"C++, React"
E1226,Masters,2018,Pune,3,28,Male,No,2,1,"Excel, SQL"
E1227,Bachelors,2016,Bangalore,3,26,Male,No,4,0,Python
E1228,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"Machine Learning, React, Data Analysis, SQL"
E1229,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"Excel, React, Docker"
E1230,PHD,2016,New Delhi,3,27,Male,No,5,0,"Java, Data Analysis"
E1231,Bachelors,2017,New Delhi,2,25,Male,No,3,0,Data Analysis
E1232,Bachelors,2015,New Delhi,3,28,Female,No,2,0,"Data Analysis, Machine Learning, React, Communication"
E1233,Bachelors,2013,Pune,2,26,Female,No,4,1,"React, Kubernetes, AWS, Angular"
E1234,Bachelors,2017,Bangalore,3,27,Female,No,5,0,"Communication, Node.js"
E1235,Bachelors,2015,Pune,2,24,Female,No,2,1,"Project Management, Kubernetes, Communication, Excel"
E1236,Bachelors,2017,Bangalore,3,27,Female,No,5,0,Excel
E1237,Bachelors,2016,Bangalore,3,25,Male,No,3,1,"Data Analysis, Node.js, Java"
E1238,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"Project Management, Excel, SQL"
E1239,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"Python, Java, Project Management"
E1240,Bachelors,2014,Pune,3,24,Male,No,2,0,Java
E1241,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"JavaScript, Java, SQL"
E1242,Bachelors,2013,Pune,3,27,Male,No,5,0,"Python, Data Analysis, SQL, Docker"
E1243,Bachelors,2015,Bangalore,1,25,Male,No,3,0,Communication
E1244,Masters,2017,New Delhi,2,25,Female,No,3,0,"AWS, Java, Machine Learning, Python"
E1245,PHD,2015,Pune,3,28,Male,No,0,0,"JavaScript, React"
E1246,Bachelors,2015,Bangalore,3,28,Male,No,3,0,"Machine Learning, Java, Python, Project Management"
E1247,Bachelors,2016,Bangalore,3,28,Male,No,5,0,"AWS, Project Management, Angular, React"
E1248,PHD,2013,New Delhi,3,24,Male,No,2,0,Node.js
E1249,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,"Java, C++, Data Analysis, React"
E1250,Bachelors,2015,Pune,2,26,Female,Yes,4,1,"Machine Learning, Python, Node.js, Project Management"
E1251,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,Communication
E1252,Bachelors,2014,New Delhi,3,26,Male,No,4,0,"Machine Learning, React, Project Management"
E1253,Masters,2013,Bangalore,3,27,Male,No,5,1,"Excel, SQL, Kubernetes, React"
E1254,Bachelors,2016,Pune,3,24,Male,Yes,2,0,"Communication, SQL"
E1255,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"Angular, React, Machine Learning"
E1256,Bachelors,2013,Pune,2,28,Female,No,2,1,Angular
E1257,Masters,2017,Bangalore,2,24,Male,No,2,1,"Communication, React"
E1258,Masters,2017,New Delhi,2,24,Male,No,2,1,C++
E1259,Masters,2015,Pune,2,24,Female,No,2,1,"Excel, C++"
E1260,Bachelors,2014,Pune,3,26,Male,No,4,0,"Machine Learning, Node.js"
E1261,Bachelors,2016,Pune,2,27,Female,No,5,1,"Angular, JavaScript, Excel"
E1262,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"C++, Python"
E1263,Masters,2017,New Delhi,2,26,Female,No,4,0,"Angular, Java, Data Analysis"
E1264,Bachelors,2016,Bangalore,1,25,Female,No,3,0,Java
E1265,PHD,2014,Bangalore,1,25,Female,No,3,0,Project Management
E1266,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"C++, AWS"
E1267,Bachelors,2014,New Delhi,3,24,Male,No,2,0,"Java, JavaScript"
E1268,Bachelors,2015,Pune,2,28,Female,Yes,2,1,"Angular, Python"
E1269,Bachelors,2014,New Delhi,3,28,Male,No,5,0,"React, Communication, Java, JavaScript"
E1270,Bachelors,2015,Bangalore,3,26,Male,No,4,0,JavaScript
E1271,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Kubernetes, Python, Communication, Docker"
E1272,Bachelors,2018,Pune,3,26,Male,No,4,1,"Python, Project Management, Node.js, Angular"
E1273,Masters,2015,Pune,2,28,Female,No,2,0,"Kubernetes, Excel"
E1274,Masters,2013,New Delhi,3,28,Male,No,2,1,AWS
E1275,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Machine Learning, Project Management, Data Analysis"
E1276,Masters,2015,New Delhi,2,26,Female,No,4,0,"Java, Kubernetes, JavaScript, Docker"
E1277,Bachelors,2016,New Delhi,3,27,Male,No,5,0,"Angular, Communication, Excel, React"
E1278,Bachelors,2014,Bangalore,3,24,Female,No,2,0,"Java, Data Analysis, Angular, React"
E1279,Masters,2017,Pune,3,24,Female,No,2,0,Java
E1280,Bachelors,2014,Pune,3,25,Female,No,3,1,"Data Analysis, Docker, SQL, Communication"
E1281,Bachelors,2015,Pune,3,27,Female,No,5,1,React
E1282,Bachelors,2017,New Delhi,2,28,Male,No,0,0,Java
E1283,Bachelors,2017,New Delhi,3,25,Female,No,3,0,"AWS, React, Node.js, Python"
E1284,Bachelors,2012,Pune,3,24,Male,No,2,1,"Kubernetes, React, Java, SQL"
E1285,Masters,2016,New Delhi,3,25,Male,No,3,1,"Communication, SQL"
E1286,Bachelors,2015,Pune,2,26,Female,No,4,1,"Data Analysis, Project Management, Communication"
E1287,Masters,2014,New Delhi,3,27,Male,No,5,0,"Python, Docker"
E1288,Bachelors,2015,Bangalore,3,24,Female,No,2,1,Docker
E1289,Bachelors,2014,New Delhi,3,25,Male,No,3,0,"Excel, React"
E1290,Bachelors,2017,Bangalore,3,24,Male,No,2,0,Communication
E1291,Bachelors,2017,New Delhi,3,24,Female,No,2,1,"React, Python"
E1292,Bachelors,2012,Bangalore,3,28,Male,No,1,0,"Kubernetes, Project Management"
E1293,Bachelors,2014,Bangalore,1,26,Male,No,4,0,"Communication, C++"
E1294,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,"Docker, Machine Learning, Project Management, AWS"
E1295,Bachelors,2015,Pune,1,25,Female,No,3,1,"C++, Data Analysis, Excel, SQL"
E1296,Bachelors,2015,Pune,2,24,Female,Yes,2,1,"JavaScript, Communication"
E1297,Bachelors,2017,Pune,2,26,Male,No,4,0,"C++, Docker, JavaScript, Node.js"
E1298,Bachelors,2015,Bangalore,3,28,Male,No,0,0,"Docker, Kubernetes, Project Management, Node.js"
E1299,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"Project Management, Data Analysis, Python"
E1300,Bachelors,2013,Pune,3,28,Female,Yes,3,1,Data Analysis
E1301,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"JavaScript, Angular"
E1302,Masters,2015,New Delhi,3,25,Male,No,3,0,Excel
E1303,Bachelors,2012,New Delhi,3,28,Female,No,4,0,"Data Analysis, Project Management, AWS, Node.js"
E1304,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"React, Machine Learning"
E1305,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"Machine Learning, React, Communication, Kubernetes"
E1306,Masters,2017,New Delhi,3,25,Male,No,3,1,Angular
E1307,Bachelors,2017,Bangalore,3,25,Male,No,3,0,Angular
E1308,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"Docker, JavaScript, Data Analysis, Project Management"
E1309,Bachelors,2017,Bangalore,3,26,Female,No,4,0,"SQL, Docker"
E1310,Masters,2017,New Delhi,2,25,Male,Yes,3,1,"SQL, Python, Java"
E1311,Bachelors,2015,Bangalore,3,25,Male,No,3,0,Communication
E1312,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"AWS, Python"
E1313,Bachelors,2017,Pune,3,25,Female,No,3,1,"Communication, SQL"
E1314,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,"Node.js, Communication, Kubernetes, Angular"
E1315,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"React, Communication, JavaScript, Node.js"
E1316,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Project Management, React, Data Analysis, AWS"
E1317,Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,"Kubernetes, Node.js, Excel"
E1318,Bachelors,2017,New Delhi,3,27,Female,No,5,0,"Angular, Node.js, SQL"
E1319,Bachelors,2016,Bangalore,2,25,Male,No,3,1,"Project Management, Docker, C++"
E1320,Bachelors,2016,Bangalore,3,28,Female,No,4,0,"Java, Project Management, Kubernetes"
E1321,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"Communication, Data Analysis, Node.js"
E1322,Bachelors,2016,Bangalore,3,24,Female,No,2,0,"React, Data Analysis"
E1323,Bachelors,2013,Bangalore,3,25,Male,No,3,0,"Excel, SQL"
E1324,Bachelors,2017,New Delhi,2,25,Female,No,3,0,"Excel, Communication, Data Analysis"
E1325,Bachelors,2015,Pune,3,24,Male,No,2,0,"Kubernetes, JavaScript, Data Analysis"
E1326,Bachelors,2012,New Delhi,3,25,Female,No,3,0,"Docker, Communication, Node.js"
E1327,PHD,2017,New Delhi,3,27,Female,No,5,0,"Communication, Project Management"
E1328,Bachelors,2014,Bangalore,3,25,Female,No,3,1,"Kubernetes, React, Project Management"
E1329,Masters,2017,Bangalore,3,28,Male,No,2,0,Excel
E1330,Bachelors,2016,Pune,3,25,Male,No,3,0,"Python, Kubernetes"
E1331,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"Data Analysis, JavaScript, Machine Learning"
E1332,Bachelors,2012,New Delhi,3,27,Male,No,5,0,"Angular, Excel, AWS, Node.js"
E1333,Bachelors,2012,Pune,3,25,Female,No,3,1,Kubernetes
E1334,Masters,2015,New Delhi,3,27,Female,No,5,0,Docker
E1335,Bachelors,2014,Bangalore,3,24,Male,No,2,0,Excel
E1336,Bachelors,2015,Pune,2,27,Female,No,5,1,AWS
E1337,Bachelors,2014,Bangalore,3,25,Male,No,3,1,"Data Analysis, Java, Node.js"
E1338,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"SQL, C++, JavaScript"
E1339,Bachelors,2018,New Delhi,3,26,Female,No,4,1,"Data Analysis, Project Management"
E1340,Bachelors,2017,Pune,2,26,Female,No,4,1,"Angular, Kubernetes, Node.js"
E1341,Bachelors,2014,Pune,2,24,Female,No,2,1,"Kubernetes, SQL"
E1342,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"Java, Angular, Machine Learning, Communication"
E1343,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"SQL, React"
E1344,PHD,2012,New Delhi,3,28,Female,No,1,0,"Kubernetes, Project Management, Communication, SQL"
E1345,Masters,2012,New Delhi,3,26,Female,No,4,1,"SQL, C++"
E1346,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"Node.js, Project Management, AWS"
E1347,Bachelors,2013,Bangalore,3,28,Female,No,0,1,AWS
E1348,Bachelors,2014,Pune,3,26,Male,No,4,0,"JavaScript, React, Python"
E1349,Bachelors,2016,Pune,2,24,Female,No,2,1,"React, Communication, Java, AWS"
E1350,Bachelors,2015,Bangalore,1,24,Female,No,2,1,Angular
E1351,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"Java, Python, Project Management"
E1352,Masters,2014,Pune,3,27,Male,No,5,0,"SQL, Python"
E1353,Masters,2017,New Delhi,2,27,Male,No,5,1,SQL
E1354,Masters,2017,New Delhi,1,25,Female,No,3,0,"Excel, Communication"
E1355,Masters,2012,Pune,3,28,Male,No,0,1,"C++, Kubernetes, Communication, Machine Learning"
E1356,Masters,2012,New Delhi,3,28,Male,No,2,1,"JavaScript, Data Analysis"
E1357,Masters,2013,New Delhi,2,24,Male,No,2,1,"SQL, JavaScript"
E1358,Bachelors,2015,Pune,3,25,Female,No,3,1,"Java, Data Analysis, Project Management, Angular"
E1359,Masters,2017,New Delhi,3,28,Male,No,5,0,"Kubernetes, Excel"
E1360,Bachelors,2013,Bangalore,3,24,Male,No,2,0,React
E1361,Masters,2015,Bangalore,3,28,Male,No,1,1,"Excel, C++, Angular, SQL"
E1362,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,"Java, React"
E1363,Bachelors,2015,Bangalore,3,24,Male,No,2,1,"Data Analysis, Excel, Machine Learning, Project Management"
E1364,Bachelors,2014,Pune,3,26,Male,No,4,0,"Docker, JavaScript"
E1365,Bachelors,2013,New Delhi,3,25,Female,No,3,0,"Project Management, Kubernetes, AWS"
E1366,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Project Management, Data Analysis, Python"
E1367,Bachelors,2018,New Delhi,3,28,Female,No,0,1,SQL
E1368,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"Excel, Angular"
E1369,PHD,2012,Pune,3,27,Male,No,5,0,"Excel, Project Management"
E1370,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"Angular, Data Analysis"
E1371,Bachelors,2013,Bangalore,3,28,Female,No,3,0,"Kubernetes, Docker, JavaScript"
E1372,Bachelors,2015,Pune,3,24,Male,No,2,0,"Docker, Machine Learning"
E1373,Bachelors,2013,Pune,3,27,Male,No,5,0,"Node.js, Kubernetes, Data Analysis"
E1374,Bachelors,2012,New Delhi,3,27,Male,No,5,0,"Data Analysis, Kubernetes, React"
E1375,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,"Angular, JavaScript, Data Analysis"
E1376,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Angular, SQL"
E1377,Bachelors,2015,Pune,2,24,Female,No,2,1,"Machine Learning, C++, Angular"
E1378,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"Kubernetes, JavaScript"
E1379,PHD,2018,Bangalore,3,27,Female,No,5,1,"Kubernetes, Angular"
E1380,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"SQL, Project Management, Docker"
E1381,Bachelors,2015,New Delhi,1,26,Female,No,4,1,"Java, Data Analysis"
E1382,Bachelors,2015,Pune,2,24,Female,No,2,1,"Docker, JavaScript"
E1383,Bachelors,2013,Pune,3,27,Male,No,5,0,"React, Node.js, JavaScript"
E1384,PHD,2016,New Delhi,3,24,Female,No,2,0,"React, Data Analysis, SQL"
E1385,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Python, React"
E1386,Bachelors,2015,Bangalore,3,28,Male,No,5,0,"Docker, React, C++"
E1387,Bachelors,2015,Bangalore,3,26,Female,No,4,0,"Python, Docker"
E1388,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"JavaScript, Node.js, Angular"
E1389,Bachelors,2017,Pune,3,25,Female,No,3,1,"AWS, Python"
E1390,Masters,2017,New Delhi,2,26,Male,No,4,1,JavaScript
E1391,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"Data Analysis, Kubernetes, Node.js, Communication"
E1392,Bachelors,2014,Bangalore,3,26,Female,No,4,1,Excel
E1393,Bachelors,2015,Pune,2,25,Female,No,3,1,"Excel, Project Management"
E1394,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"C++, Machine Learning, Excel"
E1395,Bachelors,2017,Pune,2,28,Male,No,1,1,"React, Angular, AWS, SQL"
E1396,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Node.js, AWS, Data Analysis"
E1397,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"Excel, Kubernetes"
E1398,PHD,2013,Bangalore,3,26,Male,No,4,0,"SQL, Data Analysis"
E1399,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"React, Communication, Angular"
E1400,Bachelors,2017,Bangalore,1,28,Female,No,3,0,"Data Analysis, React, JavaScript, Machine Learning"
E1401,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"Project Management, AWS, Node.js"
E1402,Bachelors,2015,New Delhi,3,27,Male,No,5,0,AWS
E1403,Masters,2013,Pune,2,28,Male,No,2,1,"React, Machine Learning, Java"
E1404,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"AWS, Python"
E1405,Masters,2017,New Delhi,2,26,Male,No,4,0,Machine Learning
E1406,Masters,2016,New Delhi,3,25,Male,No,3,0,"Kubernetes, Communication, Python"
E1407,Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,"SQL, React, Project Management"
E1408,Masters,2017,New Delhi,2,28,Female,No,2,0,"Kubernetes, Communication, Node.js, Docker"
E1409,Bachelors,2012,Bangalore,1,27,Male,No,5,1,"C++, Angular"
E1410,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"AWS, Docker, Node.js, C++"
E1411,Bachelors,2016,Bangalore,3,24,Female,No,2,0,Python
E1412,Bachelors,2017,Pune,3,26,Male,No,4,0,"Excel, SQL, AWS"
E1413,Bachelors,2017,New Delhi,3,25,Female,No,3,0,"Excel, Machine Learning, Data Analysis, JavaScript"
E1414,Bachelors,2015,Pune,3,28,Female,Yes,5,1,"SQL, Angular"
E1415,Bachelors,2015,Bangalore,3,26,Male,No,4,1,"Kubernetes, Docker"
E1416,Masters,2015,Pune,2,26,Female,Yes,4,1,Excel
E1417,Masters,2015,Pune,3,25,Male,No,3,1,"Project Management, Machine Learning"
E1418,Bachelors,2016,Pune,3,27,Female,No,5,1,"C++, Communication, SQL, Python"
E1419,Bachelors,2013,Bangalore,3,25,Male,No,3,0,Excel
E1420,Bachelors,2018,Pune,3,26,Male,Yes,4,1,"C++, Node.js, SQL, Kubernetes"
E1421,Bachelors,2014,Bangalore,3,27,Female,No,5,0,"React, JavaScript"
E1422,Bachelors,2017,Bangalore,1,25,Male,No,3,0,"C++, SQL, AWS"
E1423,Bachelors,2015,New Delhi,3,26,Male,No,4,0,"C++, Project Management, Communication, Docker"
E1424,Bachelors,2015,Pune,3,24,Female,No,2,1,"React, Communication"
E1425,Bachelors,2015,Bangalore,3,28,Male,No,2,0,"Project Management, JavaScript"
E1426,Bachelors,2014,Pune,2,26,Female,No,4,1,"Node.js, Project Management, SQL"
E1427,Bachelors,2017,Bangalore,3,27,Male,No,5,1,Communication
E1428,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"Node.js, Angular, React, Project Management"
E1429,Bachelors,2018,New Delhi,3,28,Female,No,5,1,"Excel, SQL, Data Analysis, Project Management"
E1430,Bachelors,2015,Bangalore,3,28,Male,No,0,1,Python
E1431,Bachelors,2016,New Delhi,3,28,Female,No,3,0,"Java, Node.js, Communication, Python"
E1432,Bachelors,2017,Bangalore,3,25,Male,No,3,0,React
E1433,Bachelors,2015,Pune,3,24,Female,No,2,1,"Communication, Project Management"
E1434,Masters,2018,New Delhi,3,28,Male,No,2,1,"AWS, Docker"
E1435,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"SQL, Docker, React"
E1436,Bachelors,2017,Bangalore,3,24,Male,No,2,1,"SQL, Kubernetes"
E1437,Bachelors,2017,New Delhi,2,28,Female,No,0,0,Python
E1438,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"AWS, Project Management"
E1439,Bachelors,2012,Bangalore,3,28,Male,No,2,0,"Angular, Python"
E1440,Bachelors,2013,Bangalore,3,26,Male,No,4,0,Java
E1441,Bachelors,2016,Bangalore,1,24,Male,No,2,0,"Excel, C++, Project Management, SQL"
E1442,Bachelors,2016,Pune,3,27,Male,No,5,0,React
E1443,Bachelors,2013,Pune,3,24,Male,No,2,0,"JavaScript, AWS, Java"
E1444,Masters,2017,Pune,2,26,Female,No,4,1,"JavaScript, Machine Learning"
E1445,Bachelors,2017,New Delhi,3,26,Male,No,4,0,"JavaScript, Kubernetes, Excel, React"
E1446,Bachelors,2018,Pune,3,25,Female,No,3,1,JavaScript
E1447,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"Communication, SQL, Node.js, Excel"
E1448,Bachelors,2015,Pune,3,24,Male,Yes,2,0,"Kubernetes, Excel"
E1449,Bachelors,2013,Bangalore,3,24,Female,No,2,1,Angular
E1450,Bachelors,2013,Pune,2,28,Male,Yes,0,1,"Data Analysis, Excel"
E1451,Bachelors,2018,Bangalore,3,24,Male,No,2,1,React
E1452,Bachelors,2014,Bangalore,3,24,Male,No,2,0,Project Management
E1453,Bachelors,2016,Bangalore,3,28,Female,No,5,0,"Communication, Angular"
E1454,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"AWS, Docker, Communication"
